ItemID,ItemName,ItemSecondaryName,LastPrice
10001,Pancakes,,0
10002,Squid Soup,,0
10003,Giant Chocolate Mushroom,,0
10004,Giant Flower Balloon,,0
10005,Orange Oatmeal Bread,,0
10006,Gigantic Paradise Shirt,,0
10007,Gigantic Paradise Gumball,,0
10008,Gigantic Paradise Potato,,0
10009,Jar of Flowers,,0
10010,Hula Doll,,0
10011,Gigantic Paradise Goals Plushie,,0
10012,Gigantic Paradise Pearl,,0
10013,Jungle Book,,0
10014,Bronze Mordo Potion,,0
10015,Grey Mordo Potion,,0
10016,Devil Mordo Potion,,0
10017,Funky Mordo Potion,,0
10018,Eleka Mordo Potion,,0
10019,Elf Mordo Potion,,0
10020,Emo Mordo Potion,,0
10021,Hobo Mordo Potion,,0
10022,Ice Mordo Potion,,0
10023,Ice Fairy Mordo Potion,,0
10024,Insideout Mordo Potion,,0
10025,Light Fairy Mordo Potion,,0
10026,Love Mordo Potion,,0
10027,Nefarious Mordo Potion,,0
10028,Punk Mordo Potion,,0
10029,Royal Mordo Potion,,0
10030,School Mordo Potion,,0
10031,Super Hero Mordo Potion,,0
10032,Chocolate Bread,,0
10033,Wheat Balloon,,0
10034,Banana Nut Cake,,0
10035,Rocking Horse,,0
10036,Puchalla Village Gumball,,0
10037,Espresso,,0
10038,Pumpkin Creme Frappachino,,0
10039,Hazelnut Hot Chocolate,,0
10040,Apple Ice Tea,,0
10041,Hazelnut Latte,,0
10042,Hot Chocolate and Marshmallow,,0
10043,Green Tea,,0
10044,Espresso Macchiato,,0
10045,Peppermint Mocha,,0
10046,Steamed Apple Juice,,0
10047,Matcha Blend Tea,,0
10048,White Chocolate Mocha,,0
10049,White Hot Chocolate,,0
10050,Vanilla Latte,,0
10051,Gingersnap Latte,,0
10052,Mango Orange Blend,,0
10053,Milk,,0
10054,Vanilla Creme,,0
10055,Cinnamon Dolce Latte,,0
10056,Caramel Hot Chocolate,,0
10057,Cinnamon Dolce Creme,,0
10058,Cinnamon Dolce Frappachino,,0
10059,Chocolate Milk,,0
10060,Caramel Macchiato,,0
10061,Apple Juice,,0
10062,Cappuccino,,0
10063,Caffe Mocha,,0
10064,Caffe Latte,,0
10065,Banana Chocolate Blend,,0
10066,Apple Chai Tea,,0
10067,Black Tea,,0
10068,Caramel Apple Spice,,0
10069,Earth Fairy Fasoro Photo,,0
10070,Earth Fairy Gonk Photo,,0
10071,Earth Fairy Renat Photo,,0
10072,Earth Fairy Viotto Photo,,0
10073,Eleka Fasoro Photo,,0
10074,Eleka Gonk Photo,,0
10075,Eleka Mordo Photo,,0
10076,Eleka Tasi Photo,,0
10077,Eleka Viotto Photo,,0
10078,Elf Bolimo Photo,,0
10079,Elf Crindol Photo,,0
10080,Elf Ercuw Photo,,0
10081,Elf Fasoro Photo,,0
10082,Elf Kidlet Photo,,0
10083,Elf Mordo Photo,,0
10084,Elf Murfin Photo,,0
10085,Elf Newth Photo,,0
10086,Elf Osafo Photo,,0
10087,Elf Quell Photo,,0
10088,Elf Snookle Photo,,0
10089,Elf Ushunda Photo,,0
10090,Elf Zoosh Photo,,0
10091,Emo Ercuw Photo,,0
10092,Emo Mordo Photo,,0
10093,Emo Sindi Photo,,0
10094,Emo Xoi Photo,,0
10095,Enpiah Daisy Photo,,0
10096,Enpiah Gonk Photo,,0
10097,Enpiah Huthiq Photo,,0
10098,Enpiah Phanty Photo,,0
10099,Enpiah Renat Photo,,0
10100,Enpiah Yuni Photo,,0
10101,Safari Daisy Photo,,0
10102,Safari Huthiq Photo,,0
10103,Safari Tantua Photo,,0
10104,Safari Zoosh Photo,,0
10105,Undying Fairy Doll,,0
10106,Staff of the Undying Fairy,,0
10107,Doomed,,0
10108,The Undying Fairy,,0
10109,Deadly Dagger Sounds,,0
10110,Book of Daggers,,0
10111,Village Potato,,0
10112,Sparkle,,0
10113,Sparkle Potato,,0
10114,Stars Volume 01,,0
10115,Sparkle Costume,,0
10116,Book of Sparkles,,0
10117,Sparkle Stamp,,0
10118,Twinkle,,0
10119,Krick Trading Card,,0
10120,Sparkle Pearl,,0
10121,Sparkle Quell Potion,,0
10122,Sparkle Crindol Potion,,0
10123,Anime,,0
10124,Anime Potato,,0
10125,Japanese Music,,0
10126,Anime Costume,,0
10127,Book of Anime,,0
10128,Anime Stamp,,0
10129,Smew,,0
10130,Tichu Trading Card,,0
10131,Anime Pearl,,0
10132,Anime Quell Potion,,0
10133,Anime Bolimo Potion,,0
10134,Puchalla Villagers,,0
10135,Old Jeans Sword,,0
10136,Defective Costume,,0
10138,Bumpkin Plushie,,0
10139,Old Jeans Shield,,0
10140,Broken Doll,,0
10141,Book of Bad Smiles,,0
10142,Chocolate Teeth,,0
10143,Hick,,0
10144,Stamps Gumball,,0
10145,Shuriken,,0
10146,Stamp Box,,0
10147,Stamps Potato,,0
10148,Book of Stamps,,0
10149,Dino,,0
10150,Detective Costume,,0
10151,Hector Plushie,,0
10152,Stamp Shield,,0
10153,Stamp Cake,,0
10154,Double Cherry Ice Cream Cone,,0
10155,One Scoop Rainbow Ice Cream,,0
10156,Two Scoops Rainbow Ice Cream,,0
10157,Three Scoops Rainbow Ice Cream,,0
10158,Banana Split,,0
10159,Chocolate Brownie Sundae,,0
10160,Candycane Ice Cream Cone,,0
10161,Kiwi Ice Cream Cone,,0
10162,Mint Ice Cream Cone,,0
10163,Moon Jelly,,0
10164,Pistachio Ice Cream,,0
10165,Passion Fruit Ice Cream Cone,,0
10166,Whipped Ice Cream Cone,,0
10167,Chocolate Sundae,,0
10168,Strawberry Sundae,,0
10169,Butterscotch Sundae,,0
10170,Chocolate Lolly,,0
10171,Chocolate Crunch Lolly,,0
10172,White Chocolate Dip Lolly,,0
10173,Double Chocolate Lolly,,0
10174,Dark Chocolate Lolly,,0
10175,Chocolate Chip Lolly,,0
10176,Strawberry Lolly,,0
10177,Banana Lolly,,0
10178,Chocolate Dip Cone,,0
10179,Double Chocolate Swirl Cone,,0
10180,Chocolate Swirl Cone,,0
10181,Strawberry Swirl Cone,,0
10182,Vanilla Chocolate Cone,,0
10183,Chocolate Almond Cone,,0
10184,Chocolate Almond Lolly,,0
10185,Yuni Mask,,0
10186,Gremlin Costume,,0
10187,Teenage Witch Costume,,0
10188,Drummer Girl Costume,,0
10189,Royal Guard Costume,,0
10190,Undying Costume,,0
10191,Teenage Sorcerer Costume,,0
10192,Goblin Skin,,0
10193,Zombie Fairy Costume,,0
10194,Candycane Costume,,0
10195,Yuni Costume,,0
10196,Royal Captain Costume,,0
10197,Jar of Yellow Teeth,,0
10198,Glass Book,,0
10199,Snickle,,0
10200,Ugly Teeth Gumball,,0
10201,Stamp Collecting,,0
10202,Cowboy Potato,,0
10203,Village Pearl,,0
10204,Pirate Mafia Potato,,0
10205,Mafia Costume,,0
10206,Pirate Mafia Plushie,,0
10207,Sea Biscuits,,0
10208,Black Gizmo Potion,,0
10209,Blue Gizmo Potion,,0
10210,Green Gizmo Potion,,0
10211,Grey Gizmo Potion,,0
10212,Orange Gizmo Potion,,0
10213,White Gizmo Potion,,0
10214,Yellow Gizmo Potion,,0
10215,Red Gizmo Potion,,0
10216,Pink Gizmo Potion,,0
10217,Purple Gizmo Potion,,0
10218,Black Ike Potion,,0
10219,Blue Ike Potion,,0
10220,Green Ike Potion,,0
10221,Grey Ike Potion,,0
10222,Orange Ike Potion,,0
10223,White Ike Potion,,0
10224,Yellow Ike Potion,,0
10225,Red Ike Potion,,0
10226,Pink Ike Potion,,0
10227,Purple Ike Potion,,0
10228,Shine 26,,0
10229,Shine 27,,0
10230,Shine 28,,0
10231,Shine 29,,0
10232,Evil Eye Book,,0
10233,Wax Pumpkin,,0
10234,Halloween Lollypop,,0
10235,Halloween Album 2009,,0
10236,Maradan Murder Mystery,,0
10237,Sliced Potato,,0
10238,Killer Songs,,0
10239,Killer Costume,,0
10240,Brutal Weapons Book,,0
10241,Killer Stamp,,0
10242,Decapitate,,0
10243,Murderer Trading Card,,0
10244,Killer Pearl,,0
10245,Enchanted Killer Snookle Plushie,,0
10246,Enchanted Killer Zetlian Plushie,,0
10247,Bitten Pumpkin,,0
10248,Bloody Bread,,0
10249,Brew in Skull,,0
10250,Candy Pumpkin,,0
10251,Cracked Pumpkin,,0
10252,Fruit Salad Pumpkin,,0
10253,Gooey Brains,,0
10254,Halloween Candycane,,0
10255,Pickled Bat Wing,,0
10256,Pumpkin Liquorice,,0
10257,Rat Tail,,0
10258,Skull Muffins,,0
10259,Sliced Maggots,,0
10260,Smashed Pumpkin,,0
10261,Sour Fingers,,0
10262,Pumpkin Soup,,0
10263,Stone Pumpkin,,0
10264,Hairy Pumpkin,,0
10265,Ugly Teeth Balloon,,0
10266,Bonehead,,0
10267,Spirit,,0
10268,Halloween Pot,,0
10269,Murfin Bat Tunes,,0
10270,Bitten Mouldy Bread,,0
10271,Bone Roll,,0
10272,Branch Salad,,0
10273,Can Bread Pudding,,0
10274,Glass Doughnut,,0
10275,Fish and Onions,,0
10276,Fried Slug,,0
10277,Old Boot with Cream,,0
10278,Rotten Apple Soup,,0
10279,Rotten Onion Soup,,0
10280,Seaweed Lamb,,0
10281,Smelly Socks Cake,,0
10282,Sewage Spaghetti,,0
10283,Spaghetti Cream Puff,,0
10284,Tentacle Hors Doeuvres,,0
10285,Island Potato,,0
10286,Island Shirt,,0
10287,Island Lance,,0
10288,Paradise Island,,0
10289,Island Shield,,0
10290,Hospice Doll,,0
10291,Island Costume,,0
10292,Island Book,,0
10293,Island Pearl,,0
10294,Hospice Plushie,,0
10295,Shipwreck Book,,0
10296,Pirate Cannon,,0
10297,Exploring Dukka Caves,,0
10298,Pirate Balloon,,0
10299,Pirate Shield,,0
10300,Pugwash,,0
10301,Black Pucu Potion,,0
10302,Blue Pucu Potion,,0
10303,Green Pucu Potion,,0
10304,Grey Pucu Potion,,0
10305,Orange Pucu Potion,,0
10306,White Pucu Potion,,0
10307,Yellow Pucu Potion,,0
10308,Red Pucu Potion,,0
10309,Pink Pucu Potion,,0
10310,Purple Pucu Potion,,0
10311,Max Strength Booster,,0
10312,Canistels,,0
10313,Fungus Trading Card,,0
10314,Chocolate Cherry,,0
10315,Cherry Pies,,0
10316,Chestnut,,0
10317,Cucumber Pizza,,0
10318,Defective Azul Potion,,0
10319,Autumn Rain Book,,0
10320,Autumn Book,,0
10321,Armoured Book,,0
10322,Angel Cake,,0
10323,Burnt Sugar Pie,,0
10324,Stamp Balloon,,0
10325,Banofee Pie,,0
10326,Black Forest Cake,,0
10327,Bitter Melon,,0
10328,Camouflage Book,,0
10329,Max Health Booster,,0
10330,Max Level Booster,,0
10331,Max Defence Booster,,0
10332,Max Speed Booster,,0
10333,Max Stamina Booster,,0
10334,Light Fairy Lati Plushie,,0
10335,Max Balance Booster,,0
10336,Max Coordination Booster,,0
10337,Muscles Trading Card,,0
10338,Olympic Anthems,,0
10339,Sports Costume,,0
10340,Olympics Stamp,,0
10341,Olympics Pearl,,0
10342,Baseball Bat,,0
10343,Basketball,,0
10344,Bowling Ball,,0
10345,Figure Skating,,0
10346,Soccer,,0
10347,Football,,0
10348,Hockey Stick,,0
10349,Rugby Ball,,0
10350,Snowboard,,0
10351,Baseball,,0
10352,Tennis Ball,,0
10353,Volleyball,,0
10354,Goal,,0
10355,Hero Trading Card,,0
10356,Villain Trading Card,,0
10357,Sewer Pipes Treasure Map 01,,0
10358,Sewer Pipes Treasure Map 02,,0
10359,Sewer Pipes Treasure Map 03,,0
10360,Sewer Pipes Treasure Map 04,,0
10361,Sewer Pipes Treasure Map 05,,0
10362,Sewer Pipes Treasure Map 06,,0
10363,Sewer Pipes Treasure Map 07,,0
10364,Sewer Pipes Treasure Map 08,,0
10365,Sewer Pipes Treasure Map 09,,0
10366,Sewer Pipes Treasure Map 10,,0
10367,Sewer Pipes Treasure Map 11,,0
10368,Sewer Pipes Treasure Map 12,,0
10369,Sewer Pipes Treasure Map 13,,0
10370,Sewer Pipes Treasure Map 14,,0
10371,Sewer Pipes Treasure Map 15,,0
10372,Sewer Pipes Treasure Map 16,,0
10373,Superheroes Protect,,0
10374,Villains Attack,,0
10375,Superhero Anthems,,0
10376,Villain Music,,0
10377,Strobe Costume,,0
10378,Villain Costume,,0
10379,Book of Heroes,,0
10380,Book of Villains,,0
10381,Villain Stamp,,0
10382,Superhero Stamp,,0
10383,Superhero,,0
10384,Vile,,0
10385,Superhero Pearl,,0
10386,Villain Pearl,,0
10387,Supergirl Costume,,0
10388,Sinner Costume,,0
10389,Criminal Costume,,0
10390,Superboy Costume,,0
10391,Broken Mirror,,0
10392,Dead Flies on Dinner,,0
10393,Dead Bird,,0
10394,Unlucky Ladder,,0
10395,Spilt Salt,,0
10396,Missing Glove,,0
10397,Friday 13th Stamp,,0
10398,Friday 13th Calendar,,0
10399,Lucifer,,0
10400,Nesasio,,0
10401,Story of the Ice Fairy,,0
10402,Ice Fairy Music,,0
10403,Ice Fairy,,0
10404,Ice Fairy Stamp,,0
10405,Ice Fairy Doll,,0
10406,Staff of the Ice Fairy,,0
10407,Pingi,,0
10408,Almonds,,0
10409,Brazil Nuts,,0
10410,Cashew Nuts,,0
10411,Hazelnuts,,0
10412,Macadamia Nuts,,0
10413,Peanuts,,0
10414,Pine Nuts,,0
10415,Pistachio Nuts,,0
10416,Walnuts,,0
10417,Pecans,,0
10418,Mental Costume,,0
10419,Obese Fairy Book,,0
10420,Obese Fairy Songs,,0
10421,Cooking with Obese Fairy,,0
10422,Staff of the Obese Fairy,,0
10423,Obese Fairy Stamp,,0
10424,Plump,,0
10425,Obese Fairy Doll,,0
10426,Blue Zoink Photo,,0
10427,Yellow Zoink Photo,,0
10428,Blue Snookle Photo,,0
10429,Green Snookle Photo,,0
10430,Grey Snookle Photo,,0
10431,Orange Snookle Photo,,0
10432,Pink Snookle Photo,,0
10433,Purple Snookle Photo,,0
10434,White Snookle Photo,,0
10435,Yellow Snookle Photo,,0
10436,Skeleton Renat Photo,,0
10437,Skeleton Huthiq Photo,,0
10438,Skeleton Quell Photo,,0
10439,Skeleton Kidlet Photo,,0
10440,Voodoo Ercuw Photo,,0
10441,Voodoo Fasoro Photo,,0
10442,Voodoo Tantua Photo,,0
10443,Pixie Snookle Photo,,0
10444,Skater Snookle Photo,,0
10445,Pixie Renat Photo,,0
10446,Skater Newth Photo,,0
10447,Pixie Chibs Photo,,0
10448,Skater Crindol Photo,,0
10449,Grey Zoink Photo,,0
10450,White Zoink Photo,,0
10451,Recycled Snookle Photo,,0
10452,Red Daisy Photo,,0
10453,Blue Daisy Photo,,0
10454,Green Daisy Photo,,0
10455,Pampered Murfin Photo,,0
10456,Pampered Ercuw Photo,,0
10457,School Mordo Photo,,0
